model,index,generated_expectation_value,solution_expectation_value,delta_expectation_value,abs_delta_expectation_value,file_path
deepseek,20,39.6588969745498,40.49472151399867,-0.8358245394488719,0.8358245394488719,generated_circuits/deepseek/sample_20_gen1.qasm
deepseek,21,0.05219967832922279,0.07150999622582936,-0.019310317896606574,0.019310317896606574,generated_circuits/deepseek/sample_21_gen1.qasm
deepseek,22,-0.004557890611811138,-0.5110969149139434,0.5065390243021323,0.5065390243021323,generated_circuits/deepseek/sample_22_gen1.qasm
deepseek,23,30.169049365753523,-33.83759711632287,64.00664648207639,64.00664648207639,generated_circuits/deepseek/sample_23_gen1.qasm
deepseek,24,-4.198030811863873e-16,-1.1275716430868266,1.1275716430868261,1.1275716430868261,generated_circuits/deepseek/sample_24_gen1.qasm
deepseek,25,3.165870343657673e-16,-0.014505386574775167,0.014505386574775483,0.014505386574775483,generated_circuits/deepseek/sample_25_gen1.qasm
deepseek,26,-1.153265850872831e-15,2.539857058058986,-2.5398570580589874,2.5398570580589874,generated_circuits/deepseek/sample_26_gen1.qasm
deepseek,27,1.833182585765647e-16,-1.249764134184877,1.2497641341848773,1.2497641341848773,generated_circuits/deepseek/sample_27_gen1.qasm
deepseek,28,6.9372676006485e-16,-0.6833616049993617,0.6833616049993624,0.6833616049993624,generated_circuits/deepseek/sample_28_gen1.qasm
deepseek,29,9.071519577186216e-16,0.2984342068329411,-0.2984342068329402,0.2984342068329402,generated_circuits/deepseek/sample_29_gen1.qasm
deepseek,30,-0.008489958528315173,-1.8175123480295694,1.8090223895012543,1.8090223895012543,generated_circuits/deepseek/sample_30_gen1.qasm
deepseek,31,1.6762675927464183,-3.409167596235836,5.085435188982254,5.085435188982254,generated_circuits/deepseek/sample_31_gen1.qasm
deepseek,32,-0.896850166319209,-4.656046178297021,3.759196011977812,3.759196011977812,generated_circuits/deepseek/sample_32_gen1.qasm
deepseek,33,8.355584742621619e-17,-0.3272472711726555,0.3272472711726556,0.3272472711726556,generated_circuits/deepseek/sample_33_gen1.qasm
deepseek,34,-0.0037963862321867053,-0.5968297091114686,0.5930333228792819,0.5930333228792819,generated_circuits/deepseek/sample_34_gen1.qasm
deepseek,35,1.348170865882904,-1.0285131719503535,2.3766840378332574,2.3766840378332574,generated_circuits/deepseek/sample_35_gen1.qasm
deepseek,36,-0.40400593279753527,-0.012584609461695331,-0.39142132333583995,0.39142132333583995,generated_circuits/deepseek/sample_36_gen1.qasm
deepseek,37,0.3691451710777713,-1.9334851738058438,2.302630344883615,2.302630344883615,generated_circuits/deepseek/sample_37_gen1.qasm
deepseek,39,-0.01669811182546629,-0.2521248993703714,0.23542678754490512,0.23542678754490512,generated_circuits/deepseek/sample_39_gen1.qasm
deepseek,40,-2.132917793904018,-0.07174182686797716,-2.061175967036041,2.061175967036041,generated_circuits/deepseek/sample_40_gen1.qasm
deepseek,42,0.05892981025592905,-1.6231924092234244,1.6821222194793535,1.6821222194793535,generated_circuits/deepseek/sample_42_gen1.qasm
deepseek,43,1.77713746496444e-14,-22.827590311853427,22.827590311853445,22.827590311853445,generated_circuits/deepseek/sample_43_gen1.qasm
deepseek,44,0.7103995659710329,-64.70170991606608,65.41210948203711,65.41210948203711,generated_circuits/deepseek/sample_44_gen1.qasm
deepseek,45,0.9053267604083423,-5.031878078259628,5.93720483866797,5.93720483866797,generated_circuits/deepseek/sample_45_gen1.qasm
deepseek,46,-4.801295938083896e-18,-1.7120583181334377,1.7120583181334377,1.7120583181334377,generated_circuits/deepseek/sample_46_gen1.qasm
deepseek,47,1.3184555555959996,-1.681470152931824,2.9999257085278233,2.9999257085278233,generated_circuits/deepseek/sample_47_gen1.qasm
deepseek,48,-3.5388358909926865e-16,-0.0455390587585716,0.04553905875857125,0.04553905875857125,generated_circuits/deepseek/sample_48_gen1.qasm
deepseek,49,-10.060122230230554,1.31980973253002,-11.379931962760574,11.379931962760574,generated_circuits/deepseek/sample_49_gen1.qasm
deepseek,50,7.539913633923336e-16,-1.6575690757975972,1.6575690757975978,1.6575690757975978,generated_circuits/deepseek/sample_50_gen1.qasm
deepseek,51,0.604276701374802,-4.3016856567941275,4.90596235816893,4.90596235816893,generated_circuits/deepseek/sample_51_gen1.qasm
deepseek,52,4.08310538158041e-15,-8.000179988820607,8.00017998882061,8.00017998882061,generated_circuits/deepseek/sample_52_gen1.qasm
deepseek,53,1.5439038936193583e-16,-5.6106944286180855,5.6106944286180855,5.6106944286180855,generated_circuits/deepseek/sample_53_gen1.qasm
deepseek,54,0.20650044965542924,-1.9924345568158366,2.198935006471266,2.198935006471266,generated_circuits/deepseek/sample_54_gen1.qasm
deepseek,55,0.9310071475352971,0.6435964607852148,0.2874106867500823,0.2874106867500823,generated_circuits/deepseek/sample_55_gen1.qasm
deepseek,56,0.00968364499198699,-0.24899488484654025,0.25867852983852724,0.25867852983852724,generated_circuits/deepseek/sample_56_gen1.qasm
deepseek,57,94.21152703932805,-33.43956738815848,127.65109442748653,127.65109442748653,generated_circuits/deepseek/sample_57_gen1.qasm
deepseek,58,-3.835365185167472e-18,-0.8585869371244271,0.8585869371244271,0.8585869371244271,generated_circuits/deepseek/sample_58_gen1.qasm
deepseek,59,-5.941427905220564e-17,-2.183629068586365,2.183629068586365,2.183629068586365,generated_circuits/deepseek/sample_59_gen1.qasm
deepseek,60,-8.593386419120108e-16,0.6936639452312936,-0.6936639452312945,0.6936639452312945,generated_circuits/deepseek/sample_60_gen1.qasm
deepseek,61,-1.7348125747371588,-1.4352278580276625,-0.29958471670949627,0.29958471670949627,generated_circuits/deepseek/sample_61_gen1.qasm
deepseek,62,-4.46543414311873e-17,-1.6907576530967794,1.6907576530967794,1.6907576530967794,generated_circuits/deepseek/sample_62_gen1.qasm
deepseek,63,-0.009933591432153666,-1.4060024804914808,1.3960688890593271,1.3960688890593271,generated_circuits/deepseek/sample_63_gen1.qasm
deepseek,64,-2.6381670190248823,-1.063689080018127,-1.5744779390067554,1.5744779390067554,generated_circuits/deepseek/sample_64_gen1.qasm
deepseek,65,1.1951290819550462,-1.3282970502808626,2.523426132235909,2.523426132235909,generated_circuits/deepseek/sample_65_gen1.qasm
deepseek,66,3.7399553939887475e-16,-0.9902575894933014,0.9902575894933018,0.9902575894933018,generated_circuits/deepseek/sample_66_gen1.qasm
deepseek,67,-2.7668839441830073e-16,0.12508977891635892,-0.1250897789163592,0.1250897789163592,generated_circuits/deepseek/sample_67_gen1.qasm
deepseek,68,2.518818487118324e-15,-10.0345535446851,10.034553544685101,10.034553544685101,generated_circuits/deepseek/sample_68_gen1.qasm
deepseek,69,0.731851825097086,-1.896072062549811,2.6279238876468973,2.6279238876468973,generated_circuits/deepseek/sample_69_gen1.qasm
deepseek,70,-0.0034376206228977223,-0.9683537051075345,0.9649160844846367,0.9649160844846367,generated_circuits/deepseek/sample_70_gen1.qasm
deepseek,71,-2.2104171791548222e-16,-14.887016919198045,14.887016919198045,14.887016919198045,generated_circuits/deepseek/sample_71_gen1.qasm
deepseek,72,5.499073418846478e-16,-0.2355009727802997,0.23550097278030024,0.23550097278030024,generated_circuits/deepseek/sample_72_gen1.qasm
deepseek,73,6.179952383167375e-16,-0.22167839601289369,0.2216783960128943,0.2216783960128943,generated_circuits/deepseek/sample_73_gen1.qasm
deepseek,74,0.6456566373104529,-0.01361869523351858,0.6592753325439714,0.6592753325439714,generated_circuits/deepseek/sample_74_gen1.qasm
deepseek,75,-4.3513084814389416,-11.999938866180607,7.648630384741665,7.648630384741665,generated_circuits/deepseek/sample_75_gen1.qasm
deepseek,76,-2.662800535624399e-16,-0.6545303010372534,0.6545303010372532,0.6545303010372532,generated_circuits/deepseek/sample_76_gen1.qasm
deepseek,77,1.8598943841754414e-05,0.0001524760660727995,-0.00013387712223104507,0.00013387712223104507,generated_circuits/deepseek/sample_77_gen1.qasm
deepseek,78,2.5066754227864863e-16,-2.24060924517357,2.2406092451735704,2.2406092451735704,generated_circuits/deepseek/sample_78_gen1.qasm
deepseek,79,83.79868873094719,-33.80095689539481,117.59964562634201,117.59964562634201,generated_circuits/deepseek/sample_79_gen1.qasm
deepseek,80,99.36130489993434,-11.950377875682939,111.31168277561727,111.31168277561727,generated_circuits/deepseek/sample_80_gen1.qasm
deepseek,81,-7.0654927088055555,-13.997125514000148,6.931632805194592,6.931632805194592,generated_circuits/deepseek/sample_81_gen1.qasm
deepseek,82,-0.02092939302782704,-0.05579078681455503,0.03486139378672799,0.03486139378672799,generated_circuits/deepseek/sample_82_gen1.qasm
deepseek,83,0.4042108928725188,-0.05099115089306284,0.45520204376558165,0.45520204376558165,generated_circuits/deepseek/sample_83_gen1.qasm
deepseek,84,2.710505431213761e-20,0.15928018926870163,-0.15928018926870163,0.15928018926870163,generated_circuits/deepseek/sample_84_gen1.qasm
deepseek,85,2.9385721781338952e-05,-3.29823140050193,3.2982607862237114,3.2982607862237114,generated_circuits/deepseek/sample_85_gen1.qasm
deepseek,86,0.10332944520410817,-0.5108706047237278,0.614200049927836,0.614200049927836,generated_circuits/deepseek/sample_86_gen1.qasm
deepseek,88,-1.6222000070028777,-2.5624889725086977,0.94028896550582,0.94028896550582,generated_circuits/deepseek/sample_88_gen1.qasm
deepseek,89,0.0784397453674113,-0.08573437517370538,0.16417412054111669,0.16417412054111669,generated_circuits/deepseek/sample_89_gen1.qasm
deepseek,90,-1.6613125226431462,-0.7499724326738629,-0.9113400899692833,0.9113400899692833,generated_circuits/deepseek/sample_90_gen1.qasm
deepseek,91,-0.5222278206692014,-1.0686046043095274,0.546376783640326,0.546376783640326,generated_circuits/deepseek/sample_91_gen1.qasm
deepseek,92,-6.947567521287112e-16,-0.29526535604261595,0.2952653560426152,0.2952653560426152,generated_circuits/deepseek/sample_92_gen1.qasm
deepseek,93,4.674836842748148e-06,-3.273665757675606,3.273670432512449,3.273670432512449,generated_circuits/deepseek/sample_93_gen1.qasm
deepseek,94,-0.05254939979318273,-0.17594283168517794,0.1233934318919952,0.1233934318919952,generated_circuits/deepseek/sample_94_gen1.qasm
deepseek,95,9.070028799199048e-16,19.04414456696218,-19.04414456696218,19.04414456696218,generated_circuits/deepseek/sample_95_gen1.qasm
deepseek,96,-1.1371188390517093,-0.27847781738238164,-0.8586410216693277,0.8586410216693277,generated_circuits/deepseek/sample_96_gen1.qasm
deepseek,97,-2.3650042041548702,-3.010727481066964,0.645723276912094,0.645723276912094,generated_circuits/deepseek/sample_97_gen1.qasm
deepseek,98,1.3914000160375473e-14,-53.657140813980774,53.65714081398079,53.65714081398079,generated_circuits/deepseek/sample_98_gen1.qasm
deepseek,99,-0.686793073772356,-8.999947893121009,8.313154819348654,8.313154819348654,generated_circuits/deepseek/sample_99_gen1.qasm
deepseek,100,-0.025214820887644717,1.6699124527370965,-1.6951272736247414,1.6951272736247414,generated_circuits/deepseek/sample_100_gen1.qasm
deepseek,101,-0.07909186035745994,-0.24176106561288518,0.16266920525542525,0.16266920525542525,generated_circuits/deepseek/sample_101_gen1.qasm
deepseek,102,8.965041888830036e-16,-1.4786476013235137,1.4786476013235146,1.4786476013235146,generated_circuits/deepseek/sample_102_gen1.qasm
deepseek,103,-2.8002738113902272,-24.745096882875316,21.94482307148509,21.94482307148509,generated_circuits/deepseek/sample_103_gen1.qasm
deepseek,104,0.7803383832362866,-2.2520851239876616,3.0324235072239483,3.0324235072239483,generated_circuits/deepseek/sample_104_gen1.qasm
deepseek,105,-0.49466351055386293,-2.2480947201523036,1.7534312095984408,1.7534312095984408,generated_circuits/deepseek/sample_105_gen1.qasm
deepseek,106,-3.301395539178168e-06,-1.2638593703635235,1.2638560689679843,1.2638560689679843,generated_circuits/deepseek/sample_106_gen1.qasm
deepseek,107,-9.459124439298394,-19.26899704477158,9.809872605473187,9.809872605473187,generated_circuits/deepseek/sample_107_gen1.qasm
deepseek,109,0.0606357556514538,-1.718691603550158,1.779327359201612,1.779327359201612,generated_circuits/deepseek/sample_109_gen1.qasm
deepseek,110,6.385950795939621e-15,-8.427088911991213,8.42708891199122,8.42708891199122,generated_circuits/deepseek/sample_110_gen1.qasm
deepseek,111,-3.7640153091689417,-11.761494681660547,7.997479372491606,7.997479372491606,generated_circuits/deepseek/sample_111_gen1.qasm
deepseek,112,-8.821068875342064e-16,-0.4008662027142007,0.4008662027141998,0.4008662027141998,generated_circuits/deepseek/sample_112_gen1.qasm
deepseek,113,0.02946200801817565,0.5951688499035916,-0.565706841885416,0.565706841885416,generated_circuits/deepseek/sample_113_gen1.qasm
deepseek,114,-0.01453204369109546,-0.014024908961143698,-0.0005071347299517616,0.0005071347299517616,generated_circuits/deepseek/sample_114_gen1.qasm
deepseek,115,-0.04593738299766816,-3.1551318734230653,3.109194490425397,3.109194490425397,generated_circuits/deepseek/sample_115_gen1.qasm
deepseek,116,1.6529470188647935e-05,-0.12102549179747266,0.12104202126766131,0.12104202126766131,generated_circuits/deepseek/sample_116_gen1.qasm
deepseek,117,1.367302438264019,-0.009460686561446496,1.3767631248254655,1.3767631248254655,generated_circuits/deepseek/sample_117_gen1.qasm
deepseek,118,4.775178777526994e-05,-2.5977724410306005,2.5978201928183755,2.5978201928183755,generated_circuits/deepseek/sample_118_gen1.qasm
deepseek,119,-3.985927196440697,-17.277277538280412,13.291350341839715,13.291350341839715,generated_circuits/deepseek/sample_119_gen1.qasm
deepseek,120,0.10354956311626605,-0.8584534557063993,0.9620030188226654,0.9620030188226654,generated_circuits/deepseek/sample_120_gen1.qasm
deepseek,121,-8.113349145217146,-9.759453295020586,1.64610414980344,1.64610414980344,generated_circuits/deepseek/sample_121_gen1.qasm
deepseek,122,2.1619436294002585e-14,25.871684418149798,-25.871684418149776,25.871684418149776,generated_circuits/deepseek/sample_122_gen1.qasm
deepseek,123,10.72489772239856,15.333065236182447,-4.6081675137838864,4.6081675137838864,generated_circuits/deepseek/sample_123_gen1.qasm
deepseek,124,-0.022431036928906925,-1.6514797528863525,1.6290487159574456,1.6290487159574456,generated_circuits/deepseek/sample_124_gen1.qasm
deepseek,125,-0.019875137756843332,-0.030340456253526132,0.0104653184966828,0.0104653184966828,generated_circuits/deepseek/sample_125_gen1.qasm
deepseek,126,-0.4512527618709813,-4.163473969860797,3.7122212079898156,3.7122212079898156,generated_circuits/deepseek/sample_126_gen1.qasm
deepseek,127,-0.024421233179549116,-0.06587153366136501,0.0414503004818159,0.0414503004818159,generated_circuits/deepseek/sample_127_gen1.qasm
deepseek,128,-0.009822133249225738,-0.01069854195216278,0.0008764087029370423,0.0008764087029370423,generated_circuits/deepseek/sample_128_gen1.qasm
deepseek,129,0.0360831573741322,-0.6120473206494436,0.6481304780235757,0.6481304780235757,generated_circuits/deepseek/sample_129_gen1.qasm
deepseek,130,-5.572799166575493e-17,0.7589738306623633,-0.7589738306623635,0.7589738306623635,generated_circuits/deepseek/sample_130_gen1.qasm
deepseek,131,-0.06766208654072783,-0.521683220347648,0.4540211338069202,0.4540211338069202,generated_circuits/deepseek/sample_131_gen1.qasm
deepseek,132,-6.783151407064184,-6.980293069231683,0.19714166216749884,0.19714166216749884,generated_circuits/deepseek/sample_132_gen1.qasm
deepseek,133,0.0760002737754387,-0.18106216751402798,0.2570624412894667,0.2570624412894667,generated_circuits/deepseek/sample_133_gen1.qasm
deepseek,134,-1.1877347495322848,-1.7280559038466177,0.5403211543143329,0.5403211543143329,generated_circuits/deepseek/sample_134_gen1.qasm
deepseek,135,4.164397956971563e-15,2.757031774478589,-2.757031774478585,2.757031774478585,generated_circuits/deepseek/sample_135_gen1.qasm
deepseek,136,1.109544134681966,-2.440863011244837,3.550407145926803,3.550407145926803,generated_circuits/deepseek/sample_136_gen1.qasm
deepseek,137,-1.7336527529425498,-0.40211241038583595,-1.3315403425567138,1.3315403425567138,generated_circuits/deepseek/sample_137_gen1.qasm
deepseek,138,0.18602434118737016,0.6396586110092344,-0.4536342698218642,0.4536342698218642,generated_circuits/deepseek/sample_138_gen1.qasm
deepseek,139,4.598176725550057e-08,-0.16057392345336166,0.16057396943512892,0.16057396943512892,generated_circuits/deepseek/sample_139_gen1.qasm
deepseek,140,0.08398877937644253,-0.7969995131182068,0.8809882924946494,0.8809882924946494,generated_circuits/deepseek/sample_140_gen1.qasm
deepseek,141,1.184139151045563,0.7616840817083365,0.42245506933722654,0.42245506933722654,generated_circuits/deepseek/sample_141_gen1.qasm
deepseek,142,4.85722573273506e-17,-1.0016608824050608,1.0016608824050608,1.0016608824050608,generated_circuits/deepseek/sample_142_gen1.qasm
deepseek,143,6.805520511304678,-2.5112043649667743,9.316724876271453,9.316724876271453,generated_circuits/deepseek/sample_143_gen1.qasm
deepseek,144,22.558952055469657,-25.63029933602798,48.189251391497635,48.189251391497635,generated_circuits/deepseek/sample_144_gen1.qasm
deepseek,145,-0.014035390266475545,-0.03619828253855981,0.02216289227208427,0.02216289227208427,generated_circuits/deepseek/sample_145_gen1.qasm
deepseek,146,79.80568662455468,-13.183484993735574,92.98917161829026,92.98917161829026,generated_circuits/deepseek/sample_146_gen1.qasm
deepseek,147,1.1712852909795402e-14,-16.336249320455096,16.336249320455106,16.336249320455106,generated_circuits/deepseek/sample_147_gen1.qasm
deepseek,148,0.4163582403090294,-5.911945187784841,6.328303428093871,6.328303428093871,generated_circuits/deepseek/sample_148_gen1.qasm
deepseek,149,1.3928094788617784e-14,-28.53491425221365,28.534914252213664,28.534914252213664,generated_circuits/deepseek/sample_149_gen1.qasm
deepseek,150,-0.20497402701766426,-4.911624351443811,4.706650324426146,4.706650324426146,generated_circuits/deepseek/sample_150_gen1.qasm
deepseek,151,-3.069645061757079,-1.3167685147243544,-1.7528765470327246,1.7528765470327246,generated_circuits/deepseek/sample_151_gen1.qasm
deepseek,152,97.04675605017712,-10.071134893875945,107.11789094405307,107.11789094405307,generated_circuits/deepseek/sample_152_gen1.qasm
deepseek,153,-0.1024736483237356,-1.0176995107520073,0.9152258624282716,0.9152258624282716,generated_circuits/deepseek/sample_153_gen1.qasm
deepseek,154,0.07811080308385415,-2.5023456576566483,2.5804564607405025,2.5804564607405025,generated_circuits/deepseek/sample_154_gen1.qasm
deepseek,155,6.25584653524136e-17,-7.031089512203214,7.031089512203214,7.031089512203214,generated_circuits/deepseek/sample_155_gen1.qasm
deepseek,156,1.5812317111527912,-1.2777490406439176,2.8589807517967087,2.8589807517967087,generated_circuits/deepseek/sample_156_gen1.qasm
deepseek,157,0.09495252204786325,-0.10276193205028356,0.1977144540981468,0.1977144540981468,generated_circuits/deepseek/sample_157_gen1.qasm
deepseek,158,2.482581139622487,-4.5224806863959985,7.005061826018485,7.005061826018485,generated_circuits/deepseek/sample_158_gen1.qasm
deepseek,159,0.43750000000000017,-1.5556918171565168,1.993191817156517,1.993191817156517,generated_circuits/deepseek/sample_159_gen1.qasm
deepseek,161,-0.8701166122095214,3.499830651403662,-4.3699472636131835,4.3699472636131835,generated_circuits/deepseek/sample_161_gen1.qasm
deepseek,162,0.25236841331834015,-0.3383489501974703,0.5907173635158105,0.5907173635158105,generated_circuits/deepseek/sample_162_gen1.qasm
deepseek,163,2.597391269947881e-06,-1.3698585623194317,1.3698611597107015,1.3698611597107015,generated_circuits/deepseek/sample_163_gen1.qasm
deepseek,164,40.12082607446253,-17.736939782472625,57.85776585693515,57.85776585693515,generated_circuits/deepseek/sample_164_gen1.qasm
deepseek,165,1.936385080059111e-16,-1.3465411629829567,1.346541162982957,1.346541162982957,generated_circuits/deepseek/sample_165_gen1.qasm
deepseek,166,0.13832949116982418,-0.49999691007370156,0.6383264012435257,0.6383264012435257,generated_circuits/deepseek/sample_166_gen1.qasm
deepseek,167,1.0139892397953432e-14,-27.409548458637566,27.409548458637577,27.409548458637577,generated_circuits/deepseek/sample_167_gen1.qasm
deepseek,168,-0.06264415366142105,-0.32907182416116393,0.26642767049974286,0.26642767049974286,generated_circuits/deepseek/sample_168_gen1.qasm
deepseek,169,148.56172731451676,-8.434471242512721,156.9961985570295,156.9961985570295,generated_circuits/deepseek/sample_169_gen1.qasm
deepseek,170,3.4895542928654465e-05,-3.479923952740914,3.4799588482838426,3.4799588482838426,generated_circuits/deepseek/sample_170_gen1.qasm
deepseek,171,6.79550816659602e-16,-5.255847346131658,5.255847346131659,5.255847346131659,generated_circuits/deepseek/sample_171_gen1.qasm
deepseek,172,-0.14525234308577153,-3.4999329271172113,3.3546805840314398,3.3546805840314398,generated_circuits/deepseek/sample_172_gen1.qasm
deepseek,173,1.2999718997308105,-0.5178537795775349,1.8178256793083454,1.8178256793083454,generated_circuits/deepseek/sample_173_gen1.qasm
deepseek,174,-0.002635524629556901,-0.3906993539200324,0.3880638292904755,0.3880638292904755,generated_circuits/deepseek/sample_174_gen1.qasm
deepseek,175,-0.6212359944260871,-1.1201571171480609,0.49892112272197375,0.49892112272197375,generated_circuits/deepseek/sample_175_gen1.qasm
deepseek,176,4.407856918003288e-05,-4.922467071845963,4.9225111504151435,4.9225111504151435,generated_circuits/deepseek/sample_176_gen1.qasm
deepseek,178,0.4999999999999984,0.2626138898672236,0.23738611013277477,0.23738611013277477,generated_circuits/deepseek/sample_178_gen1.qasm
deepseek,180,-1.3487475025719675e-16,-4.107677639736687,4.107677639736687,4.107677639736687,generated_circuits/deepseek/sample_180_gen1.qasm
deepseek,181,-1.9570865589017226,0.7500000000134934,-2.7070865589152158,2.7070865589152158,generated_circuits/deepseek/sample_181_gen1.qasm
deepseek,182,-1.1470858984896637e-16,0.5427267707341813,-0.5427267707341814,0.5427267707341814,generated_circuits/deepseek/sample_182_gen1.qasm
deepseek,183,-3.571795637036246e-15,-12.740248965887199,12.740248965887195,12.740248965887195,generated_circuits/deepseek/sample_183_gen1.qasm
deepseek,184,-0.06444322453809741,-2.4999672364609147,2.4355240119228174,2.4355240119228174,generated_circuits/deepseek/sample_184_gen1.qasm
deepseek,185,94.37110269531625,-28.83333028216416,123.20443297748041,123.20443297748041,generated_circuits/deepseek/sample_185_gen1.qasm
deepseek,186,2.468664327469867e-05,-2.160404339605744,2.1604290262490187,2.1604290262490187,generated_circuits/deepseek/sample_186_gen1.qasm
deepseek,187,0.518384929504243,-0.23806878338215529,0.7564537128863983,0.7564537128863983,generated_circuits/deepseek/sample_187_gen1.qasm
deepseek,188,3.380400061019968,-0.6233521548277592,4.003752215847728,4.003752215847728,generated_circuits/deepseek/sample_188_gen1.qasm
deepseek,190,10.291597068888183,-14.926098271766673,25.217695340654856,25.217695340654856,generated_circuits/deepseek/sample_190_gen1.qasm
deepseek,191,4.720616259001886e-16,-0.14581014697049038,0.14581014697049086,0.14581014697049086,generated_circuits/deepseek/sample_191_gen1.qasm
deepseek,192,-1.2285554961529885,-1.4960409277583828,0.2674854316053943,0.2674854316053943,generated_circuits/deepseek/sample_192_gen1.qasm
deepseek,193,9.217995290689007e-15,-9.633680705578739,9.633680705578747,9.633680705578747,generated_circuits/deepseek/sample_193_gen1.qasm
deepseek,194,1.0641173272402105e-15,7.200047858957927,-7.200047858957926,7.200047858957926,generated_circuits/deepseek/sample_194_gen1.qasm
deepseek,195,2.200641289566245e-16,-0.1478430192786485,0.14784301927864874,0.14784301927864874,generated_circuits/deepseek/sample_195_gen1.qasm
deepseek,196,1.6529483681051635e-05,0.3092697354512841,-0.3092532059676031,0.3092532059676031,generated_circuits/deepseek/sample_196_gen1.qasm
deepseek,198,0.7737145154700906,-2.0386645682175355,2.812379083687626,2.812379083687626,generated_circuits/deepseek/sample_198_gen1.qasm
deepseek,199,-0.03755491682577297,-0.28554593084207863,0.24799101401630566,0.24799101401630566,generated_circuits/deepseek/sample_199_gen1.qasm
deepseek,200,15.556489792987037,-40.715888136733795,56.27237792972083,56.27237792972083,generated_circuits/deepseek/sample_200_gen1.qasm
deepseek,202,-0.05933541810818444,-0.6518072117812947,0.5924717936731103,0.5924717936731103,generated_circuits/deepseek/sample_202_gen1.qasm
deepseek,203,0.28168651515074417,-0.38977415410608635,0.6714606692568306,0.6714606692568306,generated_circuits/deepseek/sample_203_gen1.qasm
deepseek,204,-0.009979513716975362,-2.655601193005834,2.6456216792888587,2.6456216792888587,generated_circuits/deepseek/sample_204_gen1.qasm
deepseek,205,31.516615069112966,-23.08873848205641,54.60535355116937,54.60535355116937,generated_circuits/deepseek/sample_205_gen1.qasm
deepseek,206,-20.02166222061495,-17.098021158059662,-2.923641062555287,2.923641062555287,generated_circuits/deepseek/sample_206_gen1.qasm
deepseek,207,-1.0893629748265354e-14,-10.982654027417148,10.982654027417137,10.982654027417137,generated_circuits/deepseek/sample_207_gen1.qasm
deepseek,208,2.316382447181163,-0.11141654697682593,2.427798994157989,2.427798994157989,generated_circuits/deepseek/sample_208_gen1.qasm
deepseek,209,-7.065004905017521e-13,-0.35806528144530747,0.358065281444601,0.358065281444601,generated_circuits/deepseek/sample_209_gen1.qasm
deepseek,210,1.6088719983001208e-15,-6.368265544906901,6.368265544906903,6.368265544906903,generated_circuits/deepseek/sample_210_gen1.qasm
